,beer_style,abv,num_ratings,beer_style_group,prepped_words,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
10264,Kölsch,5.5,2278,Other,"['blown', 'away', 'mad', 'fruit', 'good', 'friend', 'todd', 'strauss', 'pack', 'cider', 'mead', 'wanted', 'make', 'use', 'make', 'mega', 'crushable', 'slake', 'summer', 'thirst', 'decided', 'really', 'easy', 'drinking', 'germanic', 'kolsch', 'loaded', 'fruity', 'hersbrucker', 'huell', 'melon', 'galaxy', 'precise', 'topped', 'coolerlike', 'fruit', 'combo', 'raspberry', 'honeydew', 'melon']",7,2018,1.0,0.2375
10265,Stout - Irish Dry,5.3,417,Stout,"['named', 'coowner', 'larry', 'fathera', 'native', 'county', 'offaly', 'ireland', 'beloved', 'member', 'community', 'irish', 'boast', 'huge', 'roasted', 'barley', 'subtle', 'fruity', 'ester', 'profile', 'traditional', 'yeast', 'st', 'patrick', 'day', 'honor', 'seamus', 'may', 'love', 'ireland', 'shared', 'every', 'glass']",3,2018,2.0,0.2401
10266,IPA - American,6.1,462,IPA,"['boy', 'glad', 'started', 'embracing', 'columbus', 'plan', 'classic', 'good', 'reason', 'wonder', 'incredible', 'top', 'game', 'long', 'paired', 'school', 'big', 'boy', 'mosaic', 'brought', 'every', 'ounce', 'punchy', 'hoppiness', 'columbus', 'featuring', 'symphony', 'citrus', 'backed', 'dank', 'juiciness', 'old', 'friend', 'mosaic']",6,2019,1.0,0.2702
10267,Old Ale,9.7,427,Other,"['celebration', 'ann', 'radcliffe', 'mystery', 'udolpho', 'sister', 'agnes', 'old', 'aged', 'burgundy', 'wine', 'cask', 'brettanomyces', 'morello', 'cherry']",11,2016,3.0,0.3281
10268,Pale Ale - New England,5.3,211,Pale Ale,"['ddh', 'packed', 'extra', 'juice', 'pow', 'big', 'hazy', 'huge', 'amount', 'citrus', 'tropical', 'azacca', 'rounded', 'chameleon', 'enigma', 'dash', 'red', 'currant', 'light', 'tropical', 'fruit', 'taste', 'dryhopped', 'g']",6,2020,1.0,0.3227
10269,Pale Ale - New England,5.7,1049,Pale Ale,"['set', 'core', 'range', 'trial', 'beginning', 'lockdown', 'seeminglyuniversally', 'popular', 'preliminary', 'flex', 'desire', 'make', 'easy', 'enough', 'enough', 'complexity', 'remain', 'interesting', 'stuck', 'last', 'turn', 'birthed', 'latest', 'effort', 'hazy', 'definition', 'simple', 'inhouse', 'favourite', 'bill', 'citra', 'mosaic', 'dance', 'metric', 'tonne', 'juicy', 'tropical', 'around', 'palate', 'clean', 'fermented', 'crisp', 'polly', 'boy', 'sure', 'setting', 'core', 'range', 'hey']",6,2020,2.0,0.2695
10270,Farmhouse Ale - Saison,5.5,944,Farmhouse Ale,"['flora', 'wine', 'barrelaged', 'version', 'florence', 'grandfather', 'sister', 'well', 'name', 'farmstead', 'wheat', 'barrel', 'selecteda', 'portion', 'aged', 'vermont', 'dessert', 'pear', 'another', 'portion', 'aged', 'ripe', 'northeast', 'peach', 'independent', 'thread', 'blended', 'resulting', 'complex', 'delicate', 'slightly', 'tart', 'bière', 'de', 'tablean', 'would', 'proudly', 'shared', 'florence']",5,2016,3.0,0.3294
10271,Rye Beer,6.4,2217,Other,"['general', 'sherman', 'rye', 'deep', 'copper', 'color', 'aggressive', 'profile', 'rye', 'crisp', 'spicy', 'help', 'dry', 'pacific', 'northwest', 'crank', 'intense']",6,2017,4.0,0.2172
10272,Winter Ale,5.5,323,Other,"['winter', 'especially', 'member', 'bridge', 'road', 'posse', 'join', 'wwwbridgeroadbrewerscomauposse']",8,2011,2.0,0.2378
10273,Extra Special / Strong Bitter,4.7,208,Other,"['earl', 'grey', 'bitter']",10,2016,5.0,0.195
10274,Grisette,3.8,333,Other,"['modern', 'interpretation', 'traditional', 'belgian', 'farmhouse', 'effervescent', 'crisp', 'clean', 'fermented', 'saison', 'yeast', 'dry', 'hopped', 'little', 'motuek']",1,2018,5.0,0.2552
10275,Sour - Gose,4.3,328,Sour,"['electrolyte', 'return', 'autumn', 'last', 'historical', 'regional', 'almost', 'lost', 'gose', 'wheat', 'leipzig', 'germany', 'also', 'contains', 'coriander', 'salt', 'released', 'time', 'sydney', 'craft', 'week', 'change', 'season', 'warmer', 'weather', 'easy', 'drinking', 'tartsour', 'wheat', 'bring', 'back', 'childhood', 'memory', 'warhead', 'tartsour', 'balanced', 'offset', 'coriander', 'pinch', 'salt', 'extremely', 'refreshing', 'addictive', 'ultimate', 'experience', 'match', 'goat', 'chèvre', 'cheese', 'image', 'inside', 'glass', 'label', 'inspired', 'nonalcoholic', 'electrolyte', 'drink', 'hippie', 'halcyon', 'day']",11,2010,2.0,0.3291
10276,IPA - Red,7.1,208,IPA,"['collaborative', 'effort', 'heinen', 'grocery', 'store', 'allows', 'local', 'homebrewer', 'opportunity', 'scale', 'winning', 'recipe', 'get', 'hand', 'dirty', 'team', 'winner', 'doug', 'wiedemann', 'fantastic', 'red', 'called', 'red', 'giant', 'finality', 'shined', 'rest']",10,2019,2.0,0.3319
10277,Barleywine - American,13.0,925,Barleywine,"['massive', 'bourbon', 'barrel', 'aged', 'barley', 'wine', 'spent', 'past', 'heaven', 'hill', 'bourbon', 'barrel', 'kentucky', 'barrelaged', 'barleywine', 'described', 'offering', 'huge', 'complex', 'maple', 'syrup', 'burnt', 'toffee', 'plum', 'boysenberry', 'vanilla', 'rich', 'spicy', 'wood', 'enjoy', 'richness', 'intensity', 'aging']",2,2017,3.0,0.2913
10278,Red Ale - American Amber / Red,4.5,355,Red Ale,"['hightail', 'started', 'mountain', 'goat', 'back', 'given', 'bit', 'makeover', 'recipe', 'yeast', 'different', 'gas', 'carbonate', 'think', 'make', 'little', 'bit', 'british']",12,2014,2.0,0.2188
10279,Lager - IPL (India Pale Lager),5.7,775,Lager,"['second', 'series', 'bit', 'curveball', 'citra', 'regular', 'nmbco', 'many', 'others', 'life', 'name', 'delivers', 'quite', 'tropical', 'punch', 'consistently', 'overwhelmingly', 'citra', 'making', 'go', 'option', 'usstyle', 'softness', 'brought', 'table', 'ddh', 'series', 'tropical', 'delivered', 'super', 'soft', 'package', 'mean', 'actually', 'partner', 'well', 'clean', 'body', 'make', 'perfect', 'fan', 'hopheads', 'alike']",10,2017,1.0,0.2579
10280,IPA - International,8.1,842,IPA,"['citra', 'blackberry', 'lemon']",5,2020,1.0,0.1761
10281,Porter - Imperial / Double Baltic,10.0,13610,Porter,"['dark', 'decadent', 'baltic', 'porter', 'unusual', 'many', 'similarity', 'lengthy', 'conditioning', 'period', 'creates', 'silky', 'smooth', 'chocolaty', 'mouth', 'feel', 'enhanced', 'use', 'oat', 'sugar', 'noticeable', 'sweetness', 'get', 'balanced', 'roasted', 'bitterness', 'alcohol', 'volume', 'sure', 'keep', 'warm', 'cold', 'winter', 'night']",2,2012,6.0,0.3235
10282,Cider - Traditional,4.6,230,Cider,"['light', 'bright', 'refreshing', 'semisweet', 'apple', 'cider', 'easy', 'drinking', 'drier', 'palate', 'floral', 'characteristic', 'result', 'use', 'wine', 'yeast', 'fermentation', 'ferment', 'process', 'cut', 'early', 'retain', 'residual', 'sugar']",11,2013,3.0,0.2374
10283,Pale Ale - New England,5.4,3997,Pale Ale,"['ninth', 'wave', 'immense', 'barrier', 'world', 'lay', 'beyond', 'west', 'coast', 'ireland', 'accessed', 'epic', 'sea', 'voyage', 'overcame', 'ninth', 'wave', 'returned', 'wisdom', 'knowledge', 'ultimately', 'seek', 'description', 'hoppy', 'citrus', 'soft', 'body', 'dry', 'crisp', 'stuffed', 'added', 'different', 'stage', 'fermentation', 'refreshing', 'thirstquenching', 'tasting', 'creamy', 'light', 'toast', 'citrus', 'mangofruits', 'nose', 'water', 'barley', 'yeast']",3,2018,1.0,0.2175
10284,Kölsch,4.8,370,Other,"['modern', 'take', 'classic', 'kolschstyle', 'pilsner', 'hallertau', 'blanc', 'waiiti', 'clean', 'crisp', 'refreshing', 'gooseberry', 'lemon', 'brewgooder', 'collaboration', 'doublebarrelled', 'siren']",5,2020,5.0,0.2643
10285,Brown Ale - Other,8.0,644,Brown Ale,"['friend', 'family', 'notforprofit', 'festival', 'wider', 'celebration', 'community', 'creativity', 'independent', 'value', 'emphasise', 'series', 'collaboration', 'friend', 'donating', 'profit', 'charity', 'third', 'taken', 'old', 'favourite', 'make', 'apple', 'pie', 'great', 'greater', 'grain', 'fullflavoured', 'infused', 'apple', 'cinnamon', 'nutmeg', 'allspice', 'vanilla', 'like', 'mom', 'used', 'make']",3,2020,2.0,0.3171
10286,Pale Ale - International,6.2,436,Pale Ale,"['hoppy', 'norwegian', 'farmhouse', 'dry', 'hopped']",7,2018,1.0,0.2101
10287,IPA - Imperial / Double,8.0,1884,IPA,"['dipa', 'w', 'galaxy', 'amarillo']",12,2019,1.0,0.2138
10288,Malt Beer,5.0,338,Other,"['imited', 'edition', 'release', 'natural']",11,2019,3.0,0.1852
10289,English Bitter,3.7,283,Other,"['winner', 'siba', 'champion', 'bitter', 'great', 'britain', 'refreshing', 'floral', 'citrus', 'lemon', 'zesty', 'elderflower', 'taste', 'smooth', 'dry', 'thirst', 'quenching', 'perfect', 'pint']",10,2010,5.0,0.2641
10290,Pale Ale - American,5.8,10972,Pale Ale,"['refreshingly', 'hoppy', 'little', 'rooster', 'another', 'edition', 'small', 'bird', 'series', 'lower', 'offering', 'summer', 'nose', 'intense', 'complex', 'fusion', 'pineapple', 'grapefruit', 'pith', 'woodsy', 'aromatics', 'citrus', 'rind', 'grape', 'jam', 'lemon', 'fill', 'profile', 'firm', 'longlasting', 'bitterness', 'dry', 'effervescent', 'light', 'medium', 'bodied']",11,2013,4.0,0.2884
10291,Porter - Baltic,9.6,1079,Porter,"['baltic', 'porter', 'aged', 'bourbon', 'barrel', 'dutch', 'coco']",4,2016,6.0,0.2164
10292,Red Ale - Imperial / Double,8.5,311,Red Ale,"['hoppy', 'goodness', 'headliner', 'iipa', 'reimagined', 'red', 'bill', 'citrus', 'pine', 'tropical', 'fruit', 'marmalade', 'sit', 'caramel', 'base', 'filled', 'dried', 'fruit', 'roasted']",5,2020,1.0,0.2512
10293,Stout - Irish Dry,5.0,198,Stout,"['time', 'celebrate', 'st', 'patrick', 'day']",3,2019,2.0,0.2424
10294,English Bitter,4.5,157,Other,"['crisp', 'fresh', 'tasting', 'bitter', 'red', 'hue', 'soft', 'fruit', 'long', 'citrus', 'final']",12,2012,4.0,0.2077
10295,Porter - Imperial / Double,10.5,23215,Porter,"['cask', 'keg', 'ola', 'dubh', 'pronounced', 'oladoo', 'gaelic', 'black', 'oil', 'conceived', 'matured', 'whisky', 'barrel', 'named', 'distillery', 'traceable', 'cask', 'numbered', 'real', 'provenance', 'make', 'ola', 'dubh', 'take', 'old', 'engine', 'oil', 'amped', 'age', 'cask', 'previously', 'held', 'highland', 'park', 'old', 'single', 'ready', 'head', 'stuart', 'deems', 'ready', 'amazing', 'aged', 'selected', 'oak', 'cask', 'formerly', 'used', 'mature', 'highland', 'park', 'old', 'single', 'whisky', 'adding', 'complementary', 'whisky', 'chocolatey', 'bittersweet', 'ola', 'dubh', 'pours', 'black', 'modest', 'spattered', 'head', 'reduces', 'slowly', 'leaving', 'behind', 'textbook', 'lacing', 'delicious', 'smoky', 'worcestershire', 'sauce', 'leather', 'iodine', 'grilled', 'steak', 'smokysweet', 'roasted', 'peat', 'coffee', 'bean', 'wellbittered', 'overall', 'rather', 'exotic', 'defined', 'barrel', 'influence', 'refined', 'rather', 'top', 'delicious', 'indeed', 'galena', 'east', 'kent', 'golding', 'fuggles', 'roast', 'barley', 'oat']",8,2010,4.0,0.3997
10296,Pilsner - German,4.5,9296,Pilsner,"['formerly', 'known', 'dancing', 'bear', 'november', 'take', 'popular', 'modern', 'munich', 'golden', 'promise', 'create', 'colour', 'classic', 'backbone', 'concoction', 'germany', 'finest', 'magnum', 'saphir', 'whole', 'leaf', 'hallertau', 'deliver', 'refined', 'bitterness', 'characteristic', 'herbal', 'hit', 'true', 'used', 'soft', 'water', 'bottom', 'fermenting', 'yeast', 'strain', 'extended', 'cold', 'maturation', 'deliver', 'distinctive', 'subtle', 'depth', 'lightness', 'body', 'spritzy', 'carbonation', 'make', 'dance', 'palate', 'refreshingly', 'crisp', 'keep', 'coming', 'back', 'prost']",1,2013,5.0,0.3311
10297,Malt Beer,5.0,158,Other,"['gsb', 'newest', 'flavored', 'beverage', 'perfect', 'summer', 'drink', 'unlike', 'tea', 'market', 'use', 'complex', 'system', 'nitrogenate', 'can', 'smooth', 'carbonation', 'free', 'pour', 'enjoy', 'ice', 'beverage', 'using', 'natural']",7,2020,2.0,0.2019
10298,IPA - English,5.6,47269,IPA,"['india', 'name', 'th', 'century', 'hoping', 'pioneering', 'make', 'mark', 'fervent', 'hoppy', 'hail', 'unique', 'addition', 'large', 'quantity', 'three', 'separate', 'point', 'result', 'rounded', 'yet', 'refreshing', 'delicate', 'floral', 'oodles', 'zesty', 'freshness', 'g', 'wheat', 'golding', 'styrian', 'golding', 'maturation', 'lightly', 'toasted', 'oak', 'heartwood', 'oakerators']",12,2013,2.0,0.2035
10299,Stout - Milk / Sweet,6.0,1675,Stout,"['complex', 'bitterness', 'balanced', 'creamy', 'lactose', 'mouthfeel', 'give', 'superb', 'layer', 'delicious', 'complexity', 'find', 'artisan', 'irishroasted', 'coffee', 'mingling', 'rich', 'chocolate', 'long', 'luxurious', 'bittersweet', 'dublin', 'upside', 'coffee']",2,2018,6.0,0.2808
10300,IPA - English,4.5,990,IPA,"['hairy', 'goat', 'copper', 'coloured', 'cornish', 'india', 'strong', 'grapefruit', 'fruity', 'coupled', 'well', 'balanced', 'medium', 'high', 'level', 'bitterness', 'crafted', 'connoisseur', 'full', 'flavoured', 'hoppy', 'silver', 'medal', 'killarney', 'award', 'bronze', 'medal', 'dublin', 'cup']",4,2013,4.0,0.2336
10301,Kölsch,4.8,209,Other,"['long', 'enjoyed', 'crisp', 'clean', 'deftlyexecuted', 'kölsch', 'friend', 'exhibit', 'awardwinning', 'goody', 'shoe', 'highlight', 'local', 'grain', 'mutual', 'partner', 'valley', 'recent', 'formation', 'northeast', 'grainshed', 'midfebruary', 'ideal', 'time', 'host', 'exhibit', 'crew', 'fort', 'point', 'collaboration', 'kölsch', 'day']",4,2020,2.0,0.2791
10302,IPA - Brut,7.0,807,IPA,"['show', 'hand', 'breaking', 'tomb', 'england', 'brut', 'ipas', 'used', 'mosaic', 'citra', 'ekuanot', 'ipas', 'tasted', 'together', 'compared', 'enjoyed', 'brut', 'paring', 'back', 'intensify', 'bone', 'dry', 'crisp', 'light', 'intense', 'hoppy']",11,2018,1.0,0.2568
10303,Gluten-Free,4.5,603,Other,"['easy', 'drinking', 'hopped', 'fruity', 'palate', 'citrus', 'arom']",8,2018,5.0,0.2144
10304,Pale Ale - International,4.6,281,Pale Ale,"['yn', 'fyr', 'cwrw', 'golau', 'wedi', 'fragu', 'digonedd', 'waimea', 'cascade', 'r', 'uda', 'ac', 'ychydig', 'flŵbri', 'neu', 'lu', 'america', 'yn', 'ystod', 'berw', 'short', 'blonde', 'lot', 'waimea', 'cascade', 'boiled', 'small', 'amount', 'blueberry']",5,2016,3.0,0.2536
10305,English Bitter,4.4,350,Other,"['ight', 'amber', 'citrussy', 'al']",12,2019,5.0,0.2099
10306,Rye Beer,6.0,1558,Other,"['insistent', 'scottish', 'island', 'breeze', 'bracing', 'rejuvenating', 'time', 'also', 'left', 'seeking', 'solace', 'warm', 'fire', 'glass', 'whisky', 'restorative', 'baronial', 'hotel', 'island', 'provided', 'abundance', 'considered', 'winter', 'could', 'evoke', 'peat', 'smoke', 'spicy', 'rye', 'seemed', 'obvious', 'choice', 'seasonal', 'spice', 'estery', 'fruit', 'profile', 'provided', 'traditional', 'belgian', 'abbey', 'yeast', 'chris', 'jj', 'heaney']",11,2017,4.0,0.2222
10307,Red Ale - Irish,5.9,239,Red Ale,"['intriguing', 'mix', 'caramel', 'roast', 'hopped', 'bramling', 'cross', 'county', 'hell', 'smooth', 'clean', 'maltforward', 'able', 'satisfy', 'thirst', 'gang', 'devil']",10,2017,4.0,0.1936
10308,IPA - Imperial / Double New England,8.2,537,IPA,"['double', 'england', 'using', 'cryo']",10,2019,1.0,0.2138
10309,Pale Ale - American,5.2,1648,Pale Ale,"['always', 'preach', 'much', 'love', 'good', 'polly', 'everlasting', 'quest', 'hit', 'mark', 'whilst', 'maintaining', 'intensity', 'body', 'bigger', 'may', 'finally', 'cracked', 'puzzle', 'white', 'noise', 'bill', 'citra', 'el', 'dorado', 'finally', 'cryo', 'simcoe', 'wrapped', 'hearty', 'lashing', 'la', 'massive', 'suspension', 'within', 'resulting', 'drink', 'like', 'hitting', 'mark', 'whole', 'swag', 'bag', 'juicy', 'juicy', 'abound', 'kickass']",3,2020,1.0,0.3004
10310,Table Beer,3.3,396,Other,"['collab', 'duration', 'norwegian', 'farmhouse', 'table', 'orange', 'peel', 'ripe', 'mango', 'interplay', 'protein', 'heavy', 'kveik', 'yeast', 'give', 'full', 'body', 'mouthfeel', 'great', 'despite', 'low']",2,2019,1.0,0.2238
10311,Patersbier,4.0,308,Other,"['belgian', 'pilsner', 'trappist', 'yeast', 'lawnmower', 'big', 'typical', 'belgian', 'mild', 'faintly', 'fruity', 'belgian', 'monk', 'sustenance', 'abide', 'religious', 'routine', 'patersbier', 'light', 'easy', 'drink', 'without', 'overindulging']",9,2017,5.0,0.3302
10312,Bock - Weizenbock,6.0,721,Bock,"['inspired', 'love', 'signature', 'hopfenweisse', 'bavaria', 'interest', 'much', 'overlap', 'england', 'ipas', 'fermented', 'wheatled', 'wort', 'classic', 'bavarian', 'wheat', 'strain', 'coupled', 'modern', 'variety', 'sabro', 'sultana', 'citra', 'result', 'marry', 'classic', 'banana', 'black', 'pepper', 'bubblegum', 'ester', 'weisse', 'yeast', 'punchy', 'pineapple', 'satsuma', 'coconut']",7,2020,5.0,0.2972
10313,Stout - Pastry,14.6,276,Stout,"['aged', 'bourbon', 'barrel', 'tart', 'cherry', 'cacao', 'nib', 'vanilla', 'bean', 'toasted', 'coconut', 'flak']",2,2020,6.0,0.2312
10314,Sour - Berliner Weisse,4.1,7981,Sour,"['easily', 'approachable', 'sour', 'berliner', 'wei', 'combine', 'distinct', 'berry', 'rooibos', 'tea', 'mild', 'acidity', 'tartness', 'base', 'tea', 'wei', 'pours', 'like', 'fine', 'rosé', 'delicate', 'pink', 'hue', 'attributed', 'hibiscus', 'found', 'tea', 'proud', 'source', 'hugo', 'tea', 'company', 'located', 'north', 'kansa', 'city', 'berry', 'black', 'currant', 'lemongrass', 'round', 'taste', 'profile', 'interpretation', 'timeless', 'classic']",7,2016,5.0,0.2737
10315,Lager - American Light,2.4,1935,Lager,"['sacrifice', 'full', 'flavoured', 'taste', 'looking', 'enjoy', 'le', 'full', 'strength', 'thanks', 'hahn', 'premium', 'light', 'combined', 'latest', 'technique', 'premium', 'natural', 'deliver', 'full', 'flavoured', 'crisp', 'refreshing', 'taste', 'le', 'alcohol', 'regular', 'hahn', 'premium', 'light', 'superior', 'tasting', 'liquid', 'passionately', 'using', 'best', 'modern', 'technology', 'finest', 'natural', 'satisfying', 'result', 'full', 'flavoured', 'crisp', 'refreshing', 'taste', 'le', 'alcohol', 'regular', 'whatever', 'else', 'going', 'life', 'demanding', 'job', 'busy', 'social', 'calendar', 'contemplating', 'triathlon', 'still', 'treat', 'full', 'flavoured', 'refreshment', 'whether', 'mate', 'enjoying', 'quiet', 'home']",4,2010,4.0,0.2728
10316,Farmhouse Ale - Saison,7.0,2068,Farmhouse Ale,"['ustic', 'brett', 'lacto', 'saison', 'fermented', 'chardonnay', 'barrel', 'aged']",12,2013,3.0,0.2644
10317,Sour - Other,3.5,1349,Sour,"['popsicle', 'gose', 'raspberry', 'pineapple', 'orange', 'lim']",12,2017,4.0,0.2024
10318,Belgian Strong Golden Ale,28.0,550,Belgian,"['please', 'batch', 'released', 'stage', 'barrel', 'aging', 'second', 'batch', 'barrel', 'aging', 'rating', 'go', 'entry', 'ghost', 'deer', 'artisanal', 'golden', 'belgian', 'fermented', 'using', 'three', 'different', 'yeast', 'strain', 'aged', 'six', 'different', 'oak', 'cask', 'served', 'bespoke', 'bar', 'tap', 'real', 'stag', 'head', 'designed', 'smash', 'uk', 'perception', 'available', 'brewdog', 'edinburgh', 'bar', 'litre', 'produced']",7,2011,2.0,0.235
10319,Hard Seltzer,7.4,168,Other,"['pastry', 'seltzer', 'blue', 'raspberry', 'cherry', 'lemon', 'nostalgic', 'summer', 'melted', 'rocket', 'pop', 'dry', 'effervescent']",2,2020,5.0,0.1817
10320,IPA - Triple,10.5,2145,IPA,"['celebrate', 'birthday', 'triple', 'simple', 'base', 'extra', 'wheat', 'oat', 'gave', 'wort', 'hopped', 'whirlpool', 'citra', 'cryo', 'dry', 'hopped', 'three', 'stage', 'citra', 'bbc', 'centennial', 'chinook', 'columbus', 'bbc', 'cheer']",5,2018,1.0,0.3619
10321,Gluten-Free,5.0,323,Other,"['juicy', 'refreshing', 'big', 'citra', 'amarillo', 'creating', 'wonderful', 'tropical', 'hazy', 'yep', 'boatload', 'lovely', 'brought', 'addition', 'oh', 'would', 'never', 'know', 'happens', 'gluten', 'free', 'driven', 'malted', 'munich', 'millet', 'biscuit', 'rice']",3,2019,1.0,0.2269
10322,Kvass,3.0,296,Other,"['collab', 'caravan', 'upper', 'downer', 'festival', 'inspired', 'classic', 'black', 'coffee', 'marmalade', 'toast', 'breakfast', 'highlight', 'waste', 'food', 'industry', 'much', 'fermentable', 'sugar', 'yeast', 'taken', 'stale', 'rye', 'bread', 'steeped', 'overnight', 'water', 'whilst', 'orange', 'zest', 'used', 'boil', 'conditioning', 'excess', 'zest', 'fruit', 'processed', 'seasonal', 'bloody', 'ell', 'finally', 'conditioned', 'waste', 'coffee', 'roasting', 'run', 'caravan', 'coffee', 'roaster']",5,2018,6.0,0.2535
10323,Stout - Coffee,5.0,530,Stout,"['shall', 'drunken', 'sailor', 'coffee', 'breakfast', 'microroasted', 'bean', 'old', 'friend', 'genovese', 'vanilla', 'bean', 'cinnamon', 'little', 'lark', 'whiskey', 'barrel', 'oak', 'aging', 'boot', 'tasting', 'strawberry', 'jam', 'candied', 'orange', 'milk', 'chocolate', 'ripe', 'jackfruit', 'juicy', 'mouthfeel']",7,2018,6.0,0.2521
